company_id,timein,breakout,breakin,timeout,monday,tuesday,wednesday,thursday,friday,saturday,sunday,flextime,delflag,id_,scheduleid
17,9:00:00,,,6:00:00,,,,1,,,,,,1010,113
17,9:00:00,,,6:00:00,,,,,1,,,,,1011,113
17,9:00:00,,,6:00:00,,,,,,1,,,,1012,113
17,1:00:00,,,12:00:00,,,,,,,1,,,1013,114
17,9:00:00,,,6:00:00,1,,,,,,,,,1014,114
17,9:00:00,,,6:00:00,,1,,,,,,,,1015,114
17,9:00:00,,,6:00:00,,,1,,,,,,,1016,114
17,9:00:00,,,6:00:00,,,,1,,,,,,1017,114
17,9:00:00,,,6:00:00,,,,,1,,,,,1018,114
17,9:00:00,,,6:00:00,,,,,,1,,,,1019,114
17,1:00:00,,,12:00:00,,,,,,,1,,,1020,115
17,9:00:00,,,6:00:00,1,,,,,,,,,1021,115
17,9:00:00,,,6:00:00,,1,,,,,,,,1022,115
17,9:00:00,,,6:00:00,,,1,,,,,,,1023,115
17,9:00:00,,,6:00:00,,,,1,,,,,,1024,115
17,9:00:00,,,6:00:00,,,,,1,,,,,1025,115
17,9:00:00,,,6:00:00,,,,,,1,,,,1026,115
17,1:00:00,,,12:00:00,,,,,,,1,,,1027,116
17,9:00:00,,,6:00:00,1,,,,,,,,,1028,116
17,9:00:00,,,6:00:00,,1,,,,,,,,1029,116
17,9:00:00,,,6:00:00,,,1,,,,,,,1030,116
17,9:00:00,,,6:00:00,,,,1,,,,,,1031,116
17,9:00:00,,,6:00:00,,,,,1,,,,,1032,116
17,9:00:00,,,6:00:00,,,,,,1,,,,1033,116
17,1:00:00,,,12:00:00,,,,,,,1,,,1034,117
17,9:00:00,,,6:00:00,1,,,,,,,,,1035,117
17,9:00:00,,,6:00:00,,1,,,,,,,,1036,117
17,9:00:00,,,6:00:00,,,1,,,,,,,1037,117
17,9:00:00,,,6:00:00,,,,1,,,,,,1038,117
17,9:00:00,,,6:00:00,,,,,1,,,,,1039,117
17,9:00:00,,,6:00:00,,,,,,1,,,,1040,117
17,1:00:00,,,12:00:00,,,,,,,1,,,1041,118
17,9:00:00,,,6:00:00,1,,,,,,,,,1042,118
17,9:00:00,,,6:00:00,,1,,,,,,,,1043,118
17,9:00:00,,,6:00:00,,,1,,,,,,,1044,118
17,9:00:00,,,6:00:00,,,,1,,,,,,1045,118
17,9:00:00,,,6:00:00,,,,,1,,,,,1046,118
17,9:00:00,,,6:00:00,,,,,,1,,,,1047,118
17,1:00:00,,,12:00:00,,,,,,,1,,,1048,119
17,9:00:00,,,6:00:00,1,,,,,,,,,1049,119
17,9:00:00,,,6:00:00,,1,,,,,,,,1050,119
17,9:00:00,,,6:00:00,,,1,,,,,,,1051,119
17,9:00:00,,,6:00:00,,,,1,,,,,,1052,119
17,9:00:00,,,6:00:00,,,,,1,,,,,1053,119
17,9:00:00,,,6:00:00,,,,,,1,,,,1054,119
17,1:00:00,,,12:00:00,,,,,,,1,,,1055,120
17,9:00:00,,,6:00:00,1,,,,,,,,,1056,120
